date,variable,strat,type,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90
2021-06-05,R,NA,estimate,1.1252256901140107,1.1256729345847725,0.02460824674913706,1.0847919630467788,1.10855832464308,1.1197247270677184,1.1316213220168727,1.142965525186047,1.16624726420805
2021-06-06,R,NA,estimate,1.1170926196620177,1.1176511302165506,0.02449422378123904,1.077659695540214,1.1013168711152341,1.1111085392771058,1.1239292565561216,1.1344825614958287,1.1569313025281236
2021-06-07,R,NA,estimate,1.1170635811406642,1.1179343809445579,0.02449563957280765,1.0782097834871283,1.1015174502251286,1.110951115433867,1.1238210449024466,1.134807623807381,1.1581284619176082
2021-06-08,R,NA,estimate,1.126535059521344,1.127314147631778,0.024666877441708066,1.0887559443657857,1.1106608400894422,1.1200394065989163,1.1325893568869771,1.1436388808916549,1.1688253911891744
2021-06-09,R,NA,estimate,1.1451636741599538,1.1458507485298988,0.025024414231622105,1.105579226759838,1.1290131686100502,1.1387340090654672,1.1514199274261672,1.1617749622306803,1.1882142370621267
2021-06-10,R,NA,estimate,1.1723102390087177,1.1727815083809474,0.02551466711459842,1.131332862516758,1.1551173643216734,1.1659853195184597,1.1784519925371348,1.1894684352024623,1.2166913657832517
2021-06-11,R,NA,estimate,1.205810965853264,1.2064444489250092,0.02603059984080869,1.163617188982363,1.1889525886168837,1.1992223149927894,1.2124720379287997,1.2235843767839747,1.2515409071889487
2021-06-12,R,NA,estimate,1.243584391261649,1.2442547168573697,0.026471488091550834,1.2009375281543202,1.226170191464356,1.2368697703986233,1.250168696502321,1.2620156985458255,1.288362237525532
2021-06-13,R,NA,estimate,1.282530213652218,1.2827935484495387,0.02680808855550124,1.2392268948498488,1.2638866446398742,1.2759889149036998,1.2887700744405477,1.301155975280186,1.3272317900578654
2021-06-14,R,NA,estimate,1.3174484522229184,1.3180705718868513,0.02710120783645598,1.275381030549518,1.2989620172071124,1.3110376315108623,1.3240675981645622,1.336813415819875,1.3628405287127092
2021-06-15,R,NA,estimate,1.3455010603474273,1.3459863354521782,0.027438937946683378,1.3010123257740478,1.327811037901396,1.3387147485572153,1.3529797159788854,1.3638169758827945,1.3911879540998777
