age,date,cases,age_num,age_format,cases_tot,cases_norm
5_to_9,2021-06-10,11,5,5-9,231,0.047619047619047616
10_to_14,2021-06-10,15,10,10-14,231,0.06493506493506493
15_to_19,2021-06-10,24,15,15-19,231,0.1038961038961039
20_to_24,2021-06-10,43,20,20-24,231,0.18614718614718614
25_to_29,2021-06-10,25,25,25-29,231,0.10822510822510822
30_to_34,2021-06-10,18,30,30-34,231,0.07792207792207792
35_to_39,2021-06-10,22,35,35-39,231,0.09523809523809523
40_to_44,2021-06-10,14,40,40-44,231,0.06060606060606061
45_to_49,2021-06-10,9,45,45-49,231,0.03896103896103896
50_to_54,2021-06-10,15,50,50-54,231,0.06493506493506493
55_to_59,2021-06-10,6,55,55-59,231,0.025974025974025976
60_to_64,2021-06-10,4,60,60-64,231,0.017316017316017316
65_to_69,2021-06-10,3,65,65-69,231,0.012987012987012988
70_to_74,2021-06-10,6,70,70-74,231,0.025974025974025976
75_to_79,2021-06-10,2,75,75-79,231,0.008658008658008658
80_to_84,2021-06-10,5,80,80-84,231,0.021645021645021644
85_to_89,2021-06-10,0,85,85-89,231,0
90+,2021-06-10,2,90,90+,231,0.008658008658008658
0_to_4,2021-06-13,11,0,0-4,341,0.03225806451612903
5_to_9,2021-06-13,8,5,5-9,341,0.02346041055718475
10_to_14,2021-06-13,19,10,10-14,341,0.05571847507331378
15_to_19,2021-06-13,60,15,15-19,341,0.17595307917888564
20_to_24,2021-06-13,70,20,20-24,341,0.20527859237536658
25_to_29,2021-06-13,41,25,25-29,341,0.12023460410557185
30_to_34,2021-06-13,32,30,30-34,341,0.093841642228739
35_to_39,2021-06-13,12,35,35-39,341,0.03519061583577713
40_to_44,2021-06-13,12,40,40-44,341,0.03519061583577713
45_to_49,2021-06-13,15,45,45-49,341,0.04398826979472141
50_to_54,2021-06-13,13,50,50-54,341,0.03812316715542522
55_to_59,2021-06-13,12,55,55-59,341,0.03519061583577713
60_to_64,2021-06-13,12,60,60-64,341,0.03519061583577713
65_to_69,2021-06-13,4,65,65-69,341,0.011730205278592375
70_to_74,2021-06-13,5,70,70-74,341,0.01466275659824047
75_to_79,2021-06-13,2,75,75-79,341,0.005865102639296188
80_to_84,2021-06-13,2,80,80-84,341,0.005865102639296188
85_to_89,2021-06-13,6,85,85-89,341,0.017595307917888565
90+,2021-06-13,5,90,90+,341,0.01466275659824047
0_to_4,2021-06-14,6,0,0-4,141,0.0425531914893617
5_to_9,2021-06-14,5,5,5-9,141,0.03546099290780142
10_to_14,2021-06-14,9,10,10-14,141,0.06382978723404255
15_to_19,2021-06-14,23,15,15-19,141,0.16312056737588654
20_to_24,2021-06-14,21,20,20-24,141,0.14893617021276595
25_to_29,2021-06-14,11,25,25-29,141,0.07801418439716312
30_to_34,2021-06-14,12,30,30-34,141,0.0851063829787234
35_to_39,2021-06-14,6,35,35-39,141,0.0425531914893617
40_to_44,2021-06-14,7,40,40-44,141,0.04964539007092199
45_to_49,2021-06-14,5,45,45-49,141,0.03546099290780142
50_to_54,2021-06-14,15,50,50-54,141,0.10638297872340426
55_to_59,2021-06-14,6,55,55-59,141,0.0425531914893617
60_to_64,2021-06-14,5,60,60-64,141,0.03546099290780142
65_to_69,2021-06-14,3,65,65-69,141,0.02127659574468085
70_to_74,2021-06-14,4,70,70-74,141,0.028368794326241134
75_to_79,2021-06-14,1,75,75-79,141,0.0070921985815602835
80_to_84,2021-06-14,2,80,80-84,141,0.014184397163120567
85_to_89,2021-06-14,0,85,85-89,141,0
90+,2021-06-14,0,90,90+,141,0
0_to_4,2021-06-15,11,0,0-4,139,0.07913669064748201
5_to_9,2021-06-15,7,5,5-9,139,0.050359712230215826
10_to_14,2021-06-15,9,10,10-14,139,0.06474820143884892
15_to_19,2021-06-15,29,15,15-19,139,0.20863309352517986
20_to_24,2021-06-15,22,20,20-24,139,0.15827338129496402
25_to_29,2021-06-15,10,25,25-29,139,0.07194244604316546
30_to_34,2021-06-15,8,30,30-34,139,0.05755395683453238
35_to_39,2021-06-15,6,35,35-39,139,0.04316546762589928
40_to_44,2021-06-15,7,40,40-44,139,0.050359712230215826
45_to_49,2021-06-15,6,45,45-49,139,0.04316546762589928
50_to_54,2021-06-15,6,50,50-54,139,0.04316546762589928
55_to_59,2021-06-15,6,55,55-59,139,0.04316546762589928
60_to_64,2021-06-15,5,60,60-64,139,0.03597122302158273
65_to_69,2021-06-15,1,65,65-69,139,0.007194244604316547
70_to_74,2021-06-15,3,70,70-74,139,0.02158273381294964
75_to_79,2021-06-15,2,75,75-79,139,0.014388489208633094
80_to_84,2021-06-15,1,80,80-84,139,0.007194244604316547
85_to_89,2021-06-15,0,85,85-89,139,0
90+,2021-06-15,0,90,90+,139,0
0_to_4,2021-06-17,19,0,0-4,339,0.05604719764011799
5_to_9,2021-06-17,13,5,5-9,339,0.038348082595870206
10_to_14,2021-06-17,20,10,10-14,339,0.058997050147492625
15_to_19,2021-06-17,55,15,15-19,339,0.16224188790560473
20_to_24,2021-06-17,83,20,20-24,339,0.2448377581120944
25_to_29,2021-06-17,24,25,25-29,339,0.07079646017699115
30_to_34,2021-06-17,24,30,30-34,339,0.07079646017699115
35_to_39,2021-06-17,23,35,35-39,339,0.06784660766961652
40_to_44,2021-06-17,21,40,40-44,339,0.061946902654867256
45_to_49,2021-06-17,16,45,45-49,339,0.0471976401179941
50_to_54,2021-06-17,18,50,50-54,339,0.05309734513274336
55_to_59,2021-06-17,7,55,55-59,339,0.02064896755162242
60_to_64,2021-06-17,7,60,60-64,339,0.02064896755162242
65_to_69,2021-06-17,4,65,65-69,339,0.011799410029498525
70_to_74,2021-06-17,0,70,70-74,339,0
75_to_79,2021-06-17,1,75,75-79,339,0.0029498525073746312
80_to_84,2021-06-17,1,80,80-84,339,0.0029498525073746312
85_to_89,2021-06-17,1,85,85-89,339,0.0029498525073746312
90+,2021-06-17,2,90,90+,339,0.0058997050147492625
0_to_4,2021-06-19,22,0,0-4,484,0.045454545454545456
5_to_9,2021-06-19,33,5,5-9,484,0.06818181818181818
10_to_14,2021-06-19,27,10,10-14,484,0.05578512396694215
15_to_19,2021-06-19,88,15,15-19,484,0.18181818181818182
20_to_24,2021-06-19,97,20,20-24,484,0.20041322314049587
25_to_29,2021-06-19,43,25,25-29,484,0.08884297520661157
30_to_34,2021-06-19,33,30,30-34,484,0.06818181818181818
35_to_39,2021-06-19,25,35,35-39,484,0.05165289256198347
40_to_44,2021-06-19,30,40,40-44,484,0.06198347107438017
45_to_49,2021-06-19,24,45,45-49,484,0.049586776859504134
50_to_54,2021-06-19,23,50,50-54,484,0.047520661157024795
55_to_59,2021-06-19,16,55,55-59,484,0.03305785123966942
60_to_64,2021-06-19,10,60,60-64,484,0.02066115702479339
65_to_69,2021-06-19,3,65,65-69,484,0.006198347107438017
70_to_74,2021-06-19,4,70,70-74,484,0.008264462809917356
75_to_79,2021-06-19,2,75,75-79,484,0.004132231404958678
80_to_84,2021-06-19,2,80,80-84,484,0.004132231404958678
85_to_89,2021-06-19,0,85,85-89,484,0
90+,2021-06-19,2,90,90+,484,0.004132231404958678
0_to_4,2021-06-20,3,0,0-4,175,0.017142857142857144
5_to_9,2021-06-20,8,5,5-9,175,0.045714285714285714
10_to_14,2021-06-20,14,10,10-14,175,0.08
15_to_19,2021-06-20,21,15,15-19,175,0.12
20_to_24,2021-06-20,40,20,20-24,175,0.22857142857142856
25_to_29,2021-06-20,21,25,25-29,175,0.12
30_to_34,2021-06-20,15,30,30-34,175,0.08571428571428572
35_to_39,2021-06-20,9,35,35-39,175,0.05142857142857143
40_to_44,2021-06-20,6,40,40-44,175,0.03428571428571429
45_to_49,2021-06-20,12,45,45-49,175,0.06857142857142857
50_to_54,2021-06-20,9,50,50-54,175,0.05142857142857143
55_to_59,2021-06-20,3,55,55-59,175,0.017142857142857144
60_to_64,2021-06-20,3,60,60-64,175,0.017142857142857144
65_to_69,2021-06-20,3,65,65-69,175,0.017142857142857144
70_to_74,2021-06-20,2,70,70-74,175,0.011428571428571429
75_to_79,2021-06-20,2,75,75-79,175,0.011428571428571429
80_to_84,2021-06-20,3,80,80-84,175,0.017142857142857144
85_to_89,2021-06-20,1,85,85-89,175,0.005714285714285714
90+,2021-06-20,0,90,90+,175,0
0_to_4,2021-06-21,3,0,0-4,213,0.014084507042253521
5_to_9,2021-06-21,15,5,5-9,213,0.07042253521126761
10_to_14,2021-06-21,12,10,10-14,213,0.056338028169014086
15_to_19,2021-06-21,39,15,15-19,213,0.18309859154929578
20_to_24,2021-06-21,49,20,20-24,213,0.2300469483568075
25_to_29,2021-06-21,21,25,25-29,213,0.09859154929577464
30_to_34,2021-06-21,15,30,30-34,213,0.07042253521126761
35_to_39,2021-06-21,6,35,35-39,213,0.028169014084507043
40_to_44,2021-06-21,11,40,40-44,213,0.051643192488262914
45_to_49,2021-06-21,10,45,45-49,213,0.046948356807511735
50_to_54,2021-06-21,16,50,50-54,213,0.07511737089201878
55_to_59,2021-06-21,6,55,55-59,213,0.028169014084507043
60_to_64,2021-06-21,0,60,60-64,213,0
65_to_69,2021-06-21,2,65,65-69,213,0.009389671361502348
70_to_74,2021-06-21,1,70,70-74,213,0.004694835680751174
75_to_79,2021-06-21,4,75,75-79,213,0.018779342723004695
80_to_84,2021-06-21,1,80,80-84,213,0.004694835680751174
85_to_89,2021-06-21,1,85,85-89,213,0.004694835680751174
90+,2021-06-21,1,90,90+,213,0.004694835680751174
0_to_4,2021-06-22,14,0,0-4,437,0.032036613272311214
5_to_9,2021-06-22,24,5,5-9,437,0.05491990846681922
10_to_14,2021-06-22,32,10,10-14,437,0.07322654462242563
15_to_19,2021-06-22,63,15,15-19,437,0.14416475972540047
20_to_24,2021-06-22,104,20,20-24,437,0.2379862700228833
25_to_29,2021-06-22,41,25,25-29,437,0.09382151029748284
30_to_34,2021-06-22,25,30,30-34,437,0.057208237986270026
35_to_39,2021-06-22,26,35,35-39,437,0.059496567505720827
40_to_44,2021-06-22,20,40,40-44,437,0.04576659038901602
45_to_49,2021-06-22,24,45,45-49,437,0.05491990846681922
50_to_54,2021-06-22,23,50,50-54,437,0.05263157894736842
55_to_59,2021-06-22,13,55,55-59,437,0.029748283752860413
60_to_64,2021-06-22,8,60,60-64,437,0.018306636155606407
65_to_69,2021-06-22,8,65,65-69,437,0.018306636155606407
70_to_74,2021-06-22,5,70,70-74,437,0.011441647597254004
75_to_79,2021-06-22,1,75,75-79,437,0.002288329519450801
80_to_84,2021-06-22,4,80,80-84,437,0.009153318077803204
85_to_89,2021-06-22,2,85,85-89,437,0.004576659038901602
90+,2021-06-22,0,90,90+,437,0
0_to_4,2021-06-23,2,0,0-4,335,0.005970149253731343
5_to_9,2021-06-23,10,5,5-9,335,0.029850746268656716
10_to_14,2021-06-23,16,10,10-14,335,0.04776119402985075
15_to_19,2021-06-23,52,15,15-19,335,0.15522388059701492
20_to_24,2021-06-23,94,20,20-24,335,0.28059701492537314
25_to_29,2021-06-23,33,25,25-29,335,0.09850746268656717
30_to_34,2021-06-23,22,30,30-34,335,0.06567164179104477
35_to_39,2021-06-23,25,35,35-39,335,0.07462686567164178
40_to_44,2021-06-23,8,40,40-44,335,0.023880597014925373
45_to_49,2021-06-23,20,45,45-49,335,0.05970149253731343
50_to_54,2021-06-23,19,50,50-54,335,0.056716417910447764
55_to_59,2021-06-23,14,55,55-59,335,0.041791044776119404
60_to_64,2021-06-23,6,60,60-64,335,0.01791044776119403
65_to_69,2021-06-23,4,65,65-69,335,0.011940298507462687
70_to_74,2021-06-23,5,70,70-74,335,0.014925373134328358
75_to_79,2021-06-23,3,75,75-79,335,0.008955223880597015
80_to_84,2021-06-23,1,80,80-84,335,0.0029850746268656717
85_to_89,2021-06-23,1,85,85-89,335,0.0029850746268656717
90+,2021-06-23,0,90,90+,335,0
0_to_4,2021-06-24,9,0,0-4,416,0.021634615384615384
5_to_9,2021-06-24,29,5,5-9,416,0.06971153846153846
10_to_14,2021-06-24,30,10,10-14,416,0.07211538461538461
15_to_19,2021-06-24,67,15,15-19,416,0.16105769230769232
20_to_24,2021-06-24,108,20,20-24,416,0.25961538461538464
25_to_29,2021-06-24,39,25,25-29,416,0.09375
30_to_34,2021-06-24,26,30,30-34,416,0.0625
35_to_39,2021-06-24,14,35,35-39,416,0.03365384615384615
40_to_44,2021-06-24,17,40,40-44,416,0.040865384615384616
45_to_49,2021-06-24,23,45,45-49,416,0.055288461538461536
50_to_54,2021-06-24,18,50,50-54,416,0.04326923076923077
55_to_59,2021-06-24,12,55,55-59,416,0.028846153846153848
60_to_64,2021-06-24,11,60,60-64,416,0.026442307692307692
65_to_69,2021-06-24,8,65,65-69,416,0.019230769230769232
70_to_74,2021-06-24,3,70,70-74,416,0.007211538461538462
75_to_79,2021-06-24,1,75,75-79,416,0.002403846153846154
80_to_84,2021-06-24,1,80,80-84,416,0.002403846153846154
85_to_89,2021-06-24,0,85,85-89,416,0
90+,2021-06-24,0,90,90+,416,0
0_to_4,2021-06-26,15,0,0-4,669,0.02242152466367713
5_to_9,2021-06-26,28,5,5-9,669,0.04185351270553064
10_to_14,2021-06-26,46,10,10-14,669,0.0687593423019432
15_to_19,2021-06-26,86,15,15-19,669,0.12855007473841554
20_to_24,2021-06-26,173,20,20-24,669,0.2585949177877429
25_to_29,2021-06-26,57,25,25-29,669,0.08520179372197309
30_to_34,2021-06-26,51,30,30-34,669,0.07623318385650224
35_to_39,2021-06-26,44,35,35-39,669,0.06576980568011959
40_to_44,2021-06-26,34,40,40-44,669,0.05082212257100149
45_to_49,2021-06-26,43,45,45-49,669,0.06427503736920777
50_to_54,2021-06-26,32,50,50-54,669,0.04783258594917788
55_to_59,2021-06-26,27,55,55-59,669,0.04035874439461883
60_to_64,2021-06-26,9,60,60-64,669,0.013452914798206279
65_to_69,2021-06-26,4,65,65-69,669,0.005979073243647235
70_to_74,2021-06-26,5,70,70-74,669,0.007473841554559043
75_to_79,2021-06-26,7,75,75-79,669,0.01046337817638266
80_to_84,2021-06-26,1,80,80-84,669,0.0014947683109118087
85_to_89,2021-06-26,5,85,85-89,669,0.007473841554559043
90+,2021-06-26,2,90,90+,669,0.0029895366218236174
0_to_4,2021-06-27,5,0,0-4,280,0.017857142857142856
5_to_9,2021-06-27,15,5,5-9,280,0.05357142857142857
10_to_14,2021-06-27,29,10,10-14,280,0.10357142857142858
15_to_19,2021-06-27,36,15,15-19,280,0.12857142857142856
20_to_24,2021-06-27,71,20,20-24,280,0.25357142857142856
25_to_29,2021-06-27,33,25,25-29,280,0.11785714285714285
30_to_34,2021-06-27,13,30,30-34,280,0.04642857142857143
35_to_39,2021-06-27,16,35,35-39,280,0.05714285714285714
40_to_44,2021-06-27,12,40,40-44,280,0.04285714285714286
45_to_49,2021-06-27,12,45,45-49,280,0.04285714285714286
50_to_54,2021-06-27,14,50,50-54,280,0.05
55_to_59,2021-06-27,8,55,55-59,280,0.02857142857142857
60_to_64,2021-06-27,4,60,60-64,280,0.014285714285714285
65_to_69,2021-06-27,3,65,65-69,280,0.010714285714285714
70_to_74,2021-06-27,2,70,70-74,280,0.007142857142857143
75_to_79,2021-06-27,1,75,75-79,280,0.0035714285714285713
80_to_84,2021-06-27,2,80,80-84,280,0.007142857142857143
85_to_89,2021-06-27,0,85,85-89,280,0
90+,2021-06-27,4,90,90+,280,0.014285714285714285
0_to_4,2021-06-29,21,0,0-4,993,0.021148036253776436
5_to_9,2021-06-29,45,5,5-9,993,0.045317220543806644
10_to_14,2021-06-29,97,10,10-14,993,0.09768378650553877
15_to_19,2021-06-29,135,15,15-19,993,0.13595166163141995
20_to_24,2021-06-29,220,20,20-24,993,0.2215508559919436
25_to_29,2021-06-29,79,25,25-29,993,0.07955689828801611
30_to_34,2021-06-29,68,30,30-34,993,0.06847935548841894
35_to_39,2021-06-29,52,35,35-39,993,0.05236656596173213
40_to_44,2021-06-29,71,40,40-44,993,0.07150050352467271
45_to_49,2021-06-29,65,45,45-49,993,0.06545820745216516
50_to_54,2021-06-29,57,50,50-54,993,0.05740181268882175
55_to_59,2021-06-29,29,55,55-59,993,0.02920443101711984
60_to_64,2021-06-29,17,60,60-64,993,0.017119838872104734
65_to_69,2021-06-29,13,65,65-69,993,0.013091641490433032
70_to_74,2021-06-29,12,70,70-74,993,0.012084592145015106
75_to_79,2021-06-29,4,75,75-79,993,0.004028197381671702
80_to_84,2021-06-29,3,80,80-84,993,0.0030211480362537764
85_to_89,2021-06-29,4,85,85-89,993,0.004028197381671702
90+,2021-06-29,1,90,90+,993,0.0010070493454179255
0_to_4,2021-06-30,17,0,0-4,569,0.029876977152899824
5_to_9,2021-06-30,31,5,5-9,569,0.054481546572934976
10_to_14,2021-06-30,66,10,10-14,569,0.11599297012302284
15_to_19,2021-06-30,78,15,15-19,569,0.13708260105448156
20_to_24,2021-06-30,144,20,20-24,569,0.2530755711775044
25_to_29,2021-06-30,51,25,25-29,569,0.08963093145869948
30_to_34,2021-06-30,40,30,30-34,569,0.070298769771529
35_to_39,2021-06-30,29,35,35-39,569,0.050966608084358524
40_to_44,2021-06-30,20,40,40-44,569,0.0351493848857645
45_to_49,2021-06-30,26,45,45-49,569,0.04569420035149385
50_to_54,2021-06-30,23,50,50-54,569,0.040421792618629174
55_to_59,2021-06-30,19,55,55-59,569,0.033391915641476276
60_to_64,2021-06-30,8,60,60-64,569,0.014059753954305799
65_to_69,2021-06-30,7,65,65-69,569,0.012302284710017574
70_to_74,2021-06-30,2,70,70-74,569,0.0035149384885764497
75_to_79,2021-06-30,3,75,75-79,569,0.005272407732864675
80_to_84,2021-06-30,3,80,80-84,569,0.005272407732864675
85_to_89,2021-06-30,2,85,85-89,569,0.0035149384885764497
90+,2021-06-30,0,90,90+,569,0
0_to_4,2021-07-02,11,0,0-4,534,0.020599250936329586
5_to_9,2021-07-02,19,5,5-9,534,0.035580524344569285
10_to_14,2021-07-02,42,10,10-14,534,0.07865168539325842
15_to_19,2021-07-02,82,15,15-19,534,0.15355805243445692
20_to_24,2021-07-02,117,20,20-24,534,0.21910112359550563
25_to_29,2021-07-02,54,25,25-29,534,0.10112359550561797
30_to_34,2021-07-02,48,30,30-34,534,0.0898876404494382
35_to_39,2021-07-02,33,35,35-39,534,0.06179775280898876
40_to_44,2021-07-02,25,40,40-44,534,0.04681647940074907
45_to_49,2021-07-02,26,45,45-49,534,0.04868913857677903
50_to_54,2021-07-02,13,50,50-54,534,0.024344569288389514
55_to_59,2021-07-02,20,55,55-59,534,0.03745318352059925
60_to_64,2021-07-02,18,60,60-64,534,0.033707865168539325
65_to_69,2021-07-02,10,65,65-69,534,0.018726591760299626
70_to_74,2021-07-02,6,70,70-74,534,0.011235955056179775
75_to_79,2021-07-02,4,75,75-79,534,0.00749063670411985
80_to_84,2021-07-02,4,80,80-84,534,0.00749063670411985
85_to_89,2021-07-02,2,85,85-89,534,0.003745318352059925
90+,2021-07-02,0,90,90+,534,0
0_to_4,2021-07-04,35,0,0-4,1253,0.027932960893854747
5_to_9,2021-07-04,64,5,5-9,1253,0.05107741420590583
10_to_14,2021-07-04,114,10,10-14,1253,0.09098164405426976
15_to_19,2021-07-04,166,15,15-19,1253,0.13248204309656825
20_to_24,2021-07-04,243,20,20-24,1253,0.19393455706304868
25_to_29,2021-07-04,134,25,25-29,1253,0.10694333599361533
30_to_34,2021-07-04,90,30,30-34,1253,0.07182761372705507
35_to_39,2021-07-04,81,35,35-39,1253,0.06464485235434957
40_to_44,2021-07-04,77,40,40-44,1253,0.061452513966480445
45_to_49,2021-07-04,60,45,45-49,1253,0.047885075818036714
50_to_54,2021-07-04,68,50,50-54,1253,0.05426975259377494
55_to_59,2021-07-04,45,55,55-59,1253,0.035913806863527534
60_to_64,2021-07-04,31,60,60-64,1253,0.024740622505985636
65_to_69,2021-07-04,17,65,65-69,1253,0.013567438148443736
70_to_74,2021-07-04,9,70,70-74,1253,0.007182761372705506
75_to_79,2021-07-04,10,75,75-79,1253,0.007980845969672785
80_to_84,2021-07-04,5,80,80-84,1253,0.0039904229848363925
85_to_89,2021-07-04,3,85,85-89,1253,0.0023942537909018356
90+,2021-07-04,1,90,90+,1253,7.980845969672786e-4
0_to_4,2021-07-05,16,0,0-4,698,0.022922636103151862
5_to_9,2021-07-05,35,5,5-9,698,0.050143266475644696
10_to_14,2021-07-05,77,10,10-14,698,0.11031518624641834
15_to_19,2021-07-05,89,15,15-19,698,0.12750716332378223
20_to_24,2021-07-05,130,20,20-24,698,0.18624641833810887
25_to_29,2021-07-05,70,25,25-29,698,0.10028653295128939
30_to_34,2021-07-05,64,30,30-34,698,0.09169054441260745
35_to_39,2021-07-05,41,35,35-39,698,0.05873925501432665
40_to_44,2021-07-05,48,40,40-44,698,0.06876790830945559
45_to_49,2021-07-05,29,45,45-49,698,0.04154727793696275
50_to_54,2021-07-05,32,50,50-54,698,0.045845272206303724
55_to_59,2021-07-05,30,55,55-59,698,0.04297994269340974
60_to_64,2021-07-05,7,60,60-64,698,0.01002865329512894
65_to_69,2021-07-05,10,65,65-69,698,0.014326647564469915
70_to_74,2021-07-05,9,70,70-74,698,0.012893982808022923
75_to_79,2021-07-05,4,75,75-79,698,0.0057306590257879654
80_to_84,2021-07-05,3,80,80-84,698,0.004297994269340974
85_to_89,2021-07-05,3,85,85-89,698,0.004297994269340974
90+,2021-07-05,1,90,90+,698,0.0014326647564469914
0_to_4,2021-07-06,23,0,0-4,660,0.03484848484848485
5_to_9,2021-07-06,51,5,5-9,660,0.07727272727272727
10_to_14,2021-07-06,70,10,10-14,660,0.10606060606060606
15_to_19,2021-07-06,83,15,15-19,660,0.12575757575757576
20_to_24,2021-07-06,98,20,20-24,660,0.1484848484848485
25_to_29,2021-07-06,54,25,25-29,660,0.08181818181818182
30_to_34,2021-07-06,60,30,30-34,660,0.09090909090909091
35_to_39,2021-07-06,56,35,35-39,660,0.08484848484848485
40_to_44,2021-07-06,43,40,40-44,660,0.06515151515151515
45_to_49,2021-07-06,33,45,45-49,660,0.05
50_to_54,2021-07-06,29,50,50-54,660,0.04393939393939394
55_to_59,2021-07-06,21,55,55-59,660,0.031818181818181815
60_to_64,2021-07-06,16,60,60-64,660,0.024242424242424242
65_to_69,2021-07-06,7,65,65-69,660,0.010606060606060607
70_to_74,2021-07-06,8,70,70-74,660,0.012121212121212121
75_to_79,2021-07-06,2,75,75-79,660,0.0030303030303030303
80_to_84,2021-07-06,4,80,80-84,660,0.006060606060606061
85_to_89,2021-07-06,2,85,85-89,660,0.0030303030303030303
90+,2021-07-06,0,90,90+,660,0
0_to_4,2021-07-07,36,0,0-4,1353,0.026607538802660754
5_to_9,2021-07-07,87,5,5-9,1353,0.06430155210643015
10_to_14,2021-07-07,154,10,10-14,1353,0.11382113821138211
15_to_19,2021-07-07,167,15,15-19,1353,0.12342941611234294
20_to_24,2021-07-07,195,20,20-24,1353,0.14412416851441243
25_to_29,2021-07-07,156,25,25-29,1353,0.11529933481152993
30_to_34,2021-07-07,121,30,30-34,1353,0.08943089430894309
35_to_39,2021-07-07,86,35,35-39,1353,0.06356245380635625
40_to_44,2021-07-07,67,40,40-44,1353,0.04951958610495196
45_to_49,2021-07-07,68,45,45-49,1353,0.05025868440502587
50_to_54,2021-07-07,62,50,50-54,1353,0.04582409460458241
55_to_59,2021-07-07,42,55,55-59,1353,0.031042128603104215
60_to_64,2021-07-07,48,60,60-64,1353,0.03547671840354767
65_to_69,2021-07-07,22,65,65-69,1353,0.016260162601626018
70_to_74,2021-07-07,13,70,70-74,1353,0.009608277900960829
75_to_79,2021-07-07,11,75,75-79,1353,0.008130081300813009
80_to_84,2021-07-07,9,80,80-84,1353,0.0066518847006651885
85_to_89,2021-07-07,5,85,85-89,1353,0.003695491500369549
90+,2021-07-07,4,90,90+,1353,0.0029563932002956393
0_to_4,2021-07-08,15,0,0-4,695,0.02158273381294964
5_to_9,2021-07-08,42,5,5-9,695,0.060431654676258995
10_to_14,2021-07-08,57,10,10-14,695,0.08201438848920864
15_to_19,2021-07-08,85,15,15-19,695,0.1223021582733813
20_to_24,2021-07-08,115,20,20-24,695,0.16546762589928057
25_to_29,2021-07-08,85,25,25-29,695,0.1223021582733813
30_to_34,2021-07-08,70,30,30-34,695,0.10071942446043165
35_to_39,2021-07-08,55,35,35-39,695,0.07913669064748201
40_to_44,2021-07-08,41,40,40-44,695,0.058992805755395686
45_to_49,2021-07-08,41,45,45-49,695,0.058992805755395686
50_to_54,2021-07-08,33,50,50-54,695,0.04748201438848921
55_to_59,2021-07-08,14,55,55-59,695,0.02014388489208633
60_to_64,2021-07-08,19,60,60-64,695,0.027338129496402876
65_to_69,2021-07-08,7,65,65-69,695,0.010071942446043165
70_to_74,2021-07-08,8,70,70-74,695,0.011510791366906475
75_to_79,2021-07-08,3,75,75-79,695,0.004316546762589928
80_to_84,2021-07-08,5,80,80-84,695,0.007194244604316547
85_to_89,2021-07-08,0,85,85-89,695,0
90+,2021-07-08,0,90,90+,695,0
0_to_4,2021-07-10,29,0,0-4,1188,0.02441077441077441
5_to_9,2021-07-10,83,5,5-9,1188,0.06986531986531987
10_to_14,2021-07-10,120,10,10-14,1188,0.10101010101010101
15_to_19,2021-07-10,146,15,15-19,1188,0.12289562289562289
20_to_24,2021-07-10,170,20,20-24,1188,0.14309764309764308
25_to_29,2021-07-10,116,25,25-29,1188,0.09764309764309764
30_to_34,2021-07-10,118,30,30-34,1188,0.09932659932659933
35_to_39,2021-07-10,100,35,35-39,1188,0.08417508417508418
40_to_44,2021-07-10,63,40,40-44,1188,0.05303030303030303
45_to_49,2021-07-10,60,45,45-49,1188,0.050505050505050504
50_to_54,2021-07-10,47,50,50-54,1188,0.03956228956228956
55_to_59,2021-07-10,49,55,55-59,1188,0.041245791245791245
60_to_64,2021-07-10,33,60,60-64,1188,0.027777777777777776
65_to_69,2021-07-10,12,65,65-69,1188,0.010101010101010102
70_to_74,2021-07-10,14,70,70-74,1188,0.011784511784511785
75_to_79,2021-07-10,9,75,75-79,1188,0.007575757575757576
80_to_84,2021-07-10,9,80,80-84,1188,0.007575757575757576
85_to_89,2021-07-10,7,85,85-89,1188,0.005892255892255892
90+,2021-07-10,3,90,90+,1188,0.0025252525252525255
0_to_4,2021-07-11,19,0,0-4,735,0.02585034013605442
5_to_9,2021-07-11,52,5,5-9,735,0.0707482993197279
10_to_14,2021-07-11,72,10,10-14,735,0.09795918367346938
15_to_19,2021-07-11,93,15,15-19,735,0.12653061224489795
20_to_24,2021-07-11,90,20,20-24,735,0.12244897959183673
25_to_29,2021-07-11,80,25,25-29,735,0.10884353741496598
30_to_34,2021-07-11,80,30,30-34,735,0.10884353741496598
35_to_39,2021-07-11,54,35,35-39,735,0.07346938775510205
40_to_44,2021-07-11,56,40,40-44,735,0.0761904761904762
45_to_49,2021-07-11,35,45,45-49,735,0.047619047619047616
50_to_54,2021-07-11,28,50,50-54,735,0.0380952380952381
55_to_59,2021-07-11,30,55,55-59,735,0.04081632653061224
60_to_64,2021-07-11,14,60,60-64,735,0.01904761904761905
65_to_69,2021-07-11,10,65,65-69,735,0.013605442176870748
70_to_74,2021-07-11,7,70,70-74,735,0.009523809523809525
75_to_79,2021-07-11,3,75,75-79,735,0.004081632653061225
80_to_84,2021-07-11,6,80,80-84,735,0.00816326530612245
85_to_89,2021-07-11,4,85,85-89,735,0.005442176870748299
90+,2021-07-11,2,90,90+,735,0.0027210884353741495
0_to_4,2021-07-14,88,0,0-4,3072,0.028645833333333332
5_to_9,2021-07-14,216,5,5-9,3072,0.0703125
10_to_14,2021-07-14,397,10,10-14,3072,0.12923177083333334
15_to_19,2021-07-14,382,15,15-19,3072,0.12434895833333333
20_to_24,2021-07-14,363,20,20-24,3072,0.1181640625
25_to_29,2021-07-14,303,25,25-29,3072,0.0986328125
